# x
1.000000000000000000e+00 5.652173900833497022e-01
1.000000000000000000e+00 6.376811584027913815e-01
1.000000000000000000e+00 7.101449267222330608e-01
1.000000000000000000e+00 7.826086950416748511e-01
1.000000000000000000e+00 8.550724633611165304e-01
1.000000000000000000e+00 9.275362316805582097e-01
1.000000000000000000e+00 1.000000000000000000e+00
5.050505325198173523e-02 5.797101184725761414e-02
1.235431260787523688e-01 5.797101184725761414e-02
1.965811989055230025e-01 5.797101184725761414e-02
2.696192717322936083e-01 5.797101184725761414e-02
3.426573445590642697e-01 5.797101184725761414e-02
4.156954173858349311e-01 5.797101184725761414e-02
4.887334902126055369e-01 5.797101184725761414e-02
5.617715630393761428e-01 5.797101184725761414e-02
6.348096358661468042e-01 5.797101184725761414e-02
7.078477086929174655e-01 5.797101184725761414e-02
7.808857815196881269e-01 5.797101184725761414e-02
8.539238543464586773e-01 5.797101184725761414e-02
9.269619271732293386e-01 5.797101184725761414e-02
1.000000000000000000e+00 5.797101184725761414e-02
1.235431260787523688e-01 1.000000000000000000e+00
1.965811989055230025e-01 1.000000000000000000e+00
2.696192717322936083e-01 1.000000000000000000e+00
3.426573445590642697e-01 1.000000000000000000e+00
4.156954173858349311e-01 1.000000000000000000e+00
4.887334902126055369e-01 1.000000000000000000e+00
5.617715630393761428e-01 1.000000000000000000e+00
6.348096358661468042e-01 1.000000000000000000e+00
7.078477086929174655e-01 1.000000000000000000e+00
7.808857815196881269e-01 1.000000000000000000e+00
8.539238543464586773e-01 1.000000000000000000e+00
9.269619271732293386e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00
5.050505325198173523e-02 1.000000000000000000e+00
5.050505325198173523e-02 5.797101184725761414e-02
5.050505325198173523e-02 1.304347801666993489e-01
5.050505325198173523e-02 2.028985484861410560e-01
5.050505325198173523e-02 2.753623168055827630e-01
5.050505325198173523e-02 3.478260851250244978e-01
5.050505325198173523e-02 4.202898534444662326e-01
5.050505325198173523e-02 4.927536217639079119e-01
5.050505325198173523e-02 5.652173900833497022e-01
5.050505325198173523e-02 6.376811584027913815e-01
5.050505325198173523e-02 7.101449267222330608e-01
5.050505325198173523e-02 7.826086950416748511e-01
5.050505325198173523e-02 8.550724633611165304e-01
5.050505325198173523e-02 9.275362316805582097e-01
5.050505325198173523e-02 1.000000000000000000e+00
1.000000000000000000e+00 5.797101184725761414e-02
1.000000000000000000e+00 1.304347801666993489e-01
1.000000000000000000e+00 2.028985484861410560e-01
1.000000000000000000e+00 2.753623168055827630e-01
1.000000000000000000e+00 3.478260851250244978e-01
1.000000000000000000e+00 4.202898534444662326e-01
1.000000000000000000e+00 4.927536217639079119e-01
1.000000000000000000e+00 5.652173900833497022e-01
1.000000000000000000e+00 6.376811584027913815e-01
1.000000000000000000e+00 7.101449267222330608e-01
1.000000000000000000e+00 7.826086950416748511e-01
1.000000000000000000e+00 8.550724633611165304e-01
1.000000000000000000e+00 9.275362316805582097e-01
1.000000000000000000e+00 1.000000000000000000e+00
5.050505325198173523e-02 5.797101184725761414e-02
1.235431260787523688e-01 5.797101184725761414e-02
1.965811989055230025e-01 5.797101184725761414e-02
2.696192717322936083e-01 5.797101184725761414e-02
3.426573445590642697e-01 5.797101184725761414e-02
4.156954173858349311e-01 5.797101184725761414e-02
4.887334902126055369e-01 5.797101184725761414e-02
5.617715630393761428e-01 5.797101184725761414e-02
6.348096358661468042e-01 5.797101184725761414e-02
7.078477086929174655e-01 5.797101184725761414e-02
7.808857815196881269e-01 5.797101184725761414e-02
8.539238543464586773e-01 5.797101184725761414e-02
9.269619271732293386e-01 5.797101184725761414e-02
1.000000000000000000e+00 5.797101184725761414e-02
1.235431260787523688e-01 1.000000000000000000e+00
1.965811989055230025e-01 1.000000000000000000e+00
2.696192717322936083e-01 1.000000000000000000e+00
3.426573445590642697e-01 1.000000000000000000e+00
4.156954173858349311e-01 1.000000000000000000e+00
4.887334902126055369e-01 1.000000000000000000e+00
5.617715630393761428e-01 1.000000000000000000e+00
6.348096358661468042e-01 1.000000000000000000e+00
7.078477086929174655e-01 1.000000000000000000e+00
7.808857815196881269e-01 1.000000000000000000e+00
8.539238543464586773e-01 1.000000000000000000e+00
9.269619271732293386e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00
5.050505325198173523e-02 1.000000000000000000e+00
5.050505325198173523e-02 5.797101184725761414e-02
5.050505325198173523e-02 1.304347801666993489e-01
5.050505325198173523e-02 2.028985484861410560e-01
5.050505325198173523e-02 2.753623168055827630e-01
5.050505325198173523e-02 3.478260851250244978e-01
5.050505325198173523e-02 4.202898534444662326e-01
5.050505325198173523e-02 4.927536217639079119e-01
5.050505325198173523e-02 5.652173900833497022e-01
5.050505325198173523e-02 6.376811584027913815e-01
5.050505325198173523e-02 7.101449267222330608e-01
5.050505325198173523e-02 7.826086950416748511e-01
5.050505325198173523e-02 8.550724633611165304e-01
5.050505325198173523e-02 9.275362316805582097e-01
5.050505325198173523e-02 1.000000000000000000e+00
1.000000000000000000e+00 5.797101184725761414e-02
1.000000000000000000e+00 1.304347801666993489e-01
1.000000000000000000e+00 2.028985484861410560e-01
1.000000000000000000e+00 2.753623168055827630e-01
1.000000000000000000e+00 3.478260851250244978e-01
1.000000000000000000e+00 4.202898534444662326e-01
1.000000000000000000e+00 4.927536217639079119e-01
1.000000000000000000e+00 5.652173900833497022e-01
1.000000000000000000e+00 6.376811584027913815e-01
1.000000000000000000e+00 7.101449267222330608e-01
1.000000000000000000e+00 7.826086950416748511e-01
1.000000000000000000e+00 8.550724633611165304e-01
1.000000000000000000e+00 9.275362316805582097e-01
1.000000000000000000e+00 1.000000000000000000e+00
5.050505325198173523e-02 5.797101184725761414e-02
1.235431260787523688e-01 5.797101184725761414e-02
1.965811989055230025e-01 5.797101184725761414e-02
2.696192717322936083e-01 5.797101184725761414e-02
3.426573445590642697e-01 5.797101184725761414e-02
4.156954173858349311e-01 5.797101184725761414e-02
4.887334902126055369e-01 5.797101184725761414e-02
5.617715630393761428e-01 5.797101184725761414e-02
6.348096358661468042e-01 5.797101184725761414e-02
7.078477086929174655e-01 5.797101184725761414e-02
7.808857815196881269e-01 5.797101184725761414e-02
8.539238543464586773e-01 5.797101184725761414e-02
9.269619271732293386e-01 5.797101184725761414e-02
1.000000000000000000e+00 5.797101184725761414e-02
1.235431260787523688e-01 1.000000000000000000e+00
1.965811989055230025e-01 1.000000000000000000e+00
2.696192717322936083e-01 1.000000000000000000e+00
3.426573445590642697e-01 1.000000000000000000e+00
4.156954173858349311e-01 1.000000000000000000e+00
4.887334902126055369e-01 1.000000000000000000e+00
5.617715630393761428e-01 1.000000000000000000e+00
6.348096358661468042e-01 1.000000000000000000e+00
7.078477086929174655e-01 1.000000000000000000e+00
7.808857815196881269e-01 1.000000000000000000e+00
8.539238543464586773e-01 1.000000000000000000e+00
9.269619271732293386e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00
5.050505325198173523e-02 1.000000000000000000e+00
5.050505325198173523e-02 5.797101184725761414e-02
5.050505325198173523e-02 1.304347801666993489e-01
5.050505325198173523e-02 2.028985484861410560e-01
5.050505325198173523e-02 2.753623168055827630e-01
5.050505325198173523e-02 3.478260851250244978e-01
5.050505325198173523e-02 4.202898534444662326e-01
5.050505325198173523e-02 4.927536217639079119e-01
5.050505325198173523e-02 5.652173900833497022e-01
5.050505325198173523e-02 6.376811584027913815e-01
5.050505325198173523e-02 7.101449267222330608e-01
5.050505325198173523e-02 7.826086950416748511e-01
5.050505325198173523e-02 8.550724633611165304e-01
5.050505325198173523e-02 9.275362316805582097e-01
5.050505325198173523e-02 1.000000000000000000e+00
1.000000000000000000e+00 5.797101184725761414e-02
1.000000000000000000e+00 1.304347801666993489e-01
1.000000000000000000e+00 2.028985484861410560e-01
1.000000000000000000e+00 2.753623168055827630e-01
1.000000000000000000e+00 3.478260851250244978e-01
1.000000000000000000e+00 4.202898534444662326e-01
1.000000000000000000e+00 4.927536217639079119e-01
1.000000000000000000e+00 5.652173900833497022e-01
1.000000000000000000e+00 6.376811584027913815e-01
1.000000000000000000e+00 7.101449267222330608e-01
1.000000000000000000e+00 7.826086950416748511e-01
1.000000000000000000e+00 8.550724633611165304e-01
1.000000000000000000e+00 9.275362316805582097e-01
1.000000000000000000e+00 1.000000000000000000e+00
5.050505325198173523e-02 5.797101184725761414e-02
1.235431260787523688e-01 5.797101184725761414e-02
1.965811989055230025e-01 5.797101184725761414e-02
2.696192717322936083e-01 5.797101184725761414e-02
3.426573445590642697e-01 5.797101184725761414e-02
4.156954173858349311e-01 5.797101184725761414e-02
4.887334902126055369e-01 5.797101184725761414e-02
5.617715630393761428e-01 5.797101184725761414e-02
6.348096358661468042e-01 5.797101184725761414e-02
7.078477086929174655e-01 5.797101184725761414e-02
7.808857815196881269e-01 5.797101184725761414e-02
8.539238543464586773e-01 5.797101184725761414e-02
9.269619271732293386e-01 5.797101184725761414e-02
1.000000000000000000e+00 5.797101184725761414e-02
1.235431260787523688e-01 1.000000000000000000e+00
1.965811989055230025e-01 1.000000000000000000e+00
2.696192717322936083e-01 1.000000000000000000e+00
3.426573445590642697e-01 1.000000000000000000e+00
4.156954173858349311e-01 1.000000000000000000e+00
4.887334902126055369e-01 1.000000000000000000e+00
5.617715630393761428e-01 1.000000000000000000e+00
6.348096358661468042e-01 1.000000000000000000e+00
7.078477086929174655e-01 1.000000000000000000e+00
7.808857815196881269e-01 1.000000000000000000e+00
8.539238543464586773e-01 1.000000000000000000e+00
9.269619271732293386e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00
5.050505325198173523e-02 1.000000000000000000e+00
5.050505325198173523e-02 5.797101184725761414e-02
5.050505325198173523e-02 1.304347801666993489e-01
5.050505325198173523e-02 2.028985484861410560e-01
5.050505325198173523e-02 2.753623168055827630e-01
5.050505325198173523e-02 3.478260851250244978e-01
5.050505325198173523e-02 4.202898534444662326e-01
5.050505325198173523e-02 4.927536217639079119e-01
5.050505325198173523e-02 5.652173900833497022e-01
5.050505325198173523e-02 6.376811584027913815e-01
5.050505325198173523e-02 7.101449267222330608e-01
5.050505325198173523e-02 7.826086950416748511e-01
5.050505325198173523e-02 8.550724633611165304e-01
5.050505325198173523e-02 9.275362316805582097e-01
5.050505325198173523e-02 1.000000000000000000e+00
1.000000000000000000e+00 5.797101184725761414e-02
1.000000000000000000e+00 1.304347801666993489e-01
1.000000000000000000e+00 2.028985484861410560e-01
1.000000000000000000e+00 2.753623168055827630e-01
1.000000000000000000e+00 3.478260851250244978e-01
1.000000000000000000e+00 4.202898534444662326e-01
1.000000000000000000e+00 4.927536217639079119e-01
1.000000000000000000e+00 5.652173900833497022e-01
1.000000000000000000e+00 6.376811584027913815e-01
1.000000000000000000e+00 7.101449267222330608e-01
1.000000000000000000e+00 7.826086950416748511e-01
1.000000000000000000e+00 8.550724633611165304e-01
1.000000000000000000e+00 9.275362316805582097e-01
1.000000000000000000e+00 1.000000000000000000e+00
5.050505325198173523e-02 5.797101184725761414e-02
1.235431260787523688e-01 5.797101184725761414e-02
1.965811989055230025e-01 5.797101184725761414e-02
2.696192717322936083e-01 5.797101184725761414e-02
3.426573445590642697e-01 5.797101184725761414e-02
4.156954173858349311e-01 5.797101184725761414e-02
4.887334902126055369e-01 5.797101184725761414e-02
5.617715630393761428e-01 5.797101184725761414e-02
6.348096358661468042e-01 5.797101184725761414e-02
7.078477086929174655e-01 5.797101184725761414e-02
7.808857815196881269e-01 5.797101184725761414e-02
8.539238543464586773e-01 5.797101184725761414e-02
9.269619271732293386e-01 5.797101184725761414e-02
1.000000000000000000e+00 5.797101184725761414e-02
1.000000000000000000e+00 1.304347801666993489e-01
1.000000000000000000e+00 2.028985484861410560e-01
1.000000000000000000e+00 2.753623168055827630e-01
1.000000000000000000e+00 3.478260851250244978e-01
1.000000000000000000e+00 4.202898534444662326e-01
1.000000000000000000e+00 4.927536217639079119e-01
1.000000000000000000e+00 5.652173900833497022e-01
1.000000000000000000e+00 6.376811584027913815e-01
1.000000000000000000e+00 7.101449267222330608e-01
1.000000000000000000e+00 7.826086950416748511e-01
1.000000000000000000e+00 8.550724633611165304e-01
1.000000000000000000e+00 9.275362316805582097e-01
1.235431260787523688e-01 1.000000000000000000e+00
1.965811989055230025e-01 1.000000000000000000e+00
2.696192717322936083e-01 1.000000000000000000e+00
3.426573445590642697e-01 1.000000000000000000e+00
4.156954173858349311e-01 1.000000000000000000e+00
4.887334902126055369e-01 1.000000000000000000e+00
5.617715630393761428e-01 1.000000000000000000e+00
6.348096358661468042e-01 1.000000000000000000e+00
7.078477086929174655e-01 1.000000000000000000e+00
7.808857815196881269e-01 1.000000000000000000e+00
8.539238543464586773e-01 1.000000000000000000e+00
9.269619271732293386e-01 1.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00
5.050505325198173523e-02 1.304347801666993489e-01
5.050505325198173523e-02 2.028985484861410560e-01
5.050505325198173523e-02 2.753623168055827630e-01
5.050505325198173523e-02 3.478260851250244978e-01
5.050505325198173523e-02 4.202898534444662326e-01
5.050505325198173523e-02 4.927536217639079119e-01
5.050505325198173523e-02 5.652173900833497022e-01
5.050505325198173523e-02 6.376811584027913815e-01
5.050505325198173523e-02 7.101449267222330608e-01
5.050505325198173523e-02 7.826086950416748511e-01
5.050505325198173523e-02 8.550724633611165304e-01
5.050505325198173523e-02 9.275362316805582097e-01
5.050505325198173523e-02 1.000000000000000000e+00
1.861471831798553467e-01 2.149758487939834595e-01
1.861471831798553467e-01 3.719806671142578125e-01
1.861471831798553467e-01 5.289855003356933594e-01
1.861471831798553467e-01 6.859903335571289062e-01
1.861471831798553467e-01 8.429951667785644531e-01
3.217893242835998535e-01 2.149758487939834595e-01
3.217893242835998535e-01 3.719806671142578125e-01
3.217893242835998535e-01 5.289855003356933594e-01
3.217893242835998535e-01 6.859903335571289062e-01
3.217893242835998535e-01 8.429951667785644531e-01
4.574314653873443604e-01 2.149758487939834595e-01
4.574314653873443604e-01 3.719806671142578125e-01
4.574314653873443604e-01 5.289855003356933594e-01
4.574314653873443604e-01 6.859903335571289062e-01
4.574314653873443604e-01 8.429951667785644531e-01
5.930736064910888672e-01 2.149758487939834595e-01
5.930736064910888672e-01 3.719806671142578125e-01
5.930736064910888672e-01 5.289855003356933594e-01
5.930736064910888672e-01 6.859903335571289062e-01
5.930736064910888672e-01 8.429951667785644531e-01
7.287157177925109863e-01 2.149758487939834595e-01
7.287157177925109863e-01 3.719806671142578125e-01
7.287157177925109863e-01 5.289855003356933594e-01
7.287157177925109863e-01 6.859903335571289062e-01
7.287157177925109863e-01 8.429951667785644531e-01
8.643578886985778809e-01 2.149758487939834595e-01
8.643578886985778809e-01 3.719806671142578125e-01
8.643578886985778809e-01 5.289855003356933594e-01
8.643578886985778809e-01 6.859903335571289062e-01
8.643578886985778809e-01 8.429951667785644531e-01
